#@ TextLoader{
#@   header+
#@   sep=comma
#@   col=Features:R4:0-11
#@ }
Edad_MinMax,Genero_OneHot.F,Genero_OneHot.M,Ingreso_Mensual_USD_MinMax,Producto_Preferido_OneHot.Moda,Producto_Preferido_OneHot.Electrónica,Producto_Preferido_OneHot.Alimentos,
Frecuencia_Compra_mensual_MinMax,Region_OneHot.Europa,Region_OneHot.Norteamérica,Region_OneHot.Sudamérica,Region_OneHot.Asia
0.8627451,1,0,0.71627927,1,0,0,0.625,1,0,0,0
0.627451,0,1,0.42586428,0,1,0,0.375,0,1,0,0
0.3137255,0,1,0.8946822,1,0,0,1,0,1,0,0
0.09803922,1,0,0.5794613,0,0,1,0.25,0,0,1,0
0.058823533,1,0,0.5994477,0,0,1,0.375,0,0,0,1
0.508061,1,0,0.31149784,1,0,0,0.75,0,0,1,0
0.92156863,0,1,0.39338574,0,0,1,0.75,0,0,0,1
0.9019608,1,0,0.34735966,1,0,0,0.375,1,0,0,0
0.50980395,1,0,0.5340111,0,0,1,0.625,0,0,1,0
0.27450982,0,1,0.6672,0,1,0,0.25,0,1,0,0
0.09803922,1,0,0.6017635,0,1,0,0.625,1,0,0,0
0.9019608,0,1,0.49046433,1,0,0,0.125,0,1,0,0
0.25490198,0,1,0.2993431,1,0,0,0.875,1,0,0,0
0.508061,1,0,0.49046433,1,0,0,0.125,0,0,1,0
0.74509805,1,0,0.2041149,0,0,1,0.75,0,0,0,1
0.15686275,1,0,0.49046433,1,0,0,1,1,0,0,0
0.4901961,1,0,0.8180018,0,1,0,0,0,0,0,1
0.29411766,1,0,0.40166083,0,0,1,0.875,1,0,0,0
0.078431375,1,0,0.31968132,1,0,0,0.75,0,1,0,0
1,0,1,0,0,0,1,0.625,0,1,0,0
0.1764706,0,1,0.31727397,0,0,1,0.625,1,0,0,0
0.9607844,1,0,0.46380326,1,0,0,0.625,0,0,0,1
0.039215688,0,1,0.18617193,0,0,1,1,0,0,1,0
0.23529413,1,0,0.44994724,0,1,0,0.125,0,0,1,0
0.8235294,0,1,0.49046433,0,1,0,0,0,1,0,0
0.94117653,0,1,0.3428269,0,0,1,0.625,0,0,1,0
0.5686275,0,1,0.28594014,1,0,0,0.875,0,1,0,0
0.8627451,1,0,0.24243943,0,0,1,0.25,0,0,1,0
0.09803922,0,1,0.23813564,0,1,0,0,1,0,0,0
0.3137255,1,0,0.64233154,0,0,1,1,0,1,0,0
0.8627451,0,1,0.52499866,0,0,1,0,0,1,0,0
0.9803922,0,1,0.74384916,0,1,0,0.25,1,0,0,0
0.3529412,0,1,1,0,0,1,0.875,0,1,0,0
0.8039216,0,1,0.07219349,0,0,1,0.25,0,0,1,0
0.6666667,0,1,0.60486,1,0,0,0.375,0,0,1,0
0.88235295,1,0,0.49046433,1,0,0,0.875,0,1,0,0
0.4901961,1,0,0.7033751,0,1,0,0,0,0,1,0
0.9803922,0,1,0.44774717,0,1,0,0.625,0,0,0,1
0.078431375,0,1,0.49046433,0,1,0,0,0,1,0,0
0.508061,0,1,0.49046433,1,0,0,0,1,0,0,0
0.7058824,0,1,0.41051182,0,1,0,0.875,0,0,0,1
0.508061,1,0,0.5348762,0,1,0,0.375,0,1,0,0
0.508061,0,1,0.84005094,0,1,0,0,1,0,0,0
0.39215687,1,0,0.49046433,1,0,0,0.75,0,0,1,0
0.1764706,0,1,0.38056833,0,0,1,0.5,1,0,0,0
0.078431375,1,0,0.7408201,0,1,0,0.5,0,0,0,1
0.6862745,0,1,0.3061916,0,0,1,0,0,0,1,0
0.09803922,0,1,0.7885572,0,1,0,0.625,0,1,0,0
0.4901961,1,0,0.51107997,0,0,1,1,0,0,1,0
0.508061,0,1,0.5863146,1,0,0,1,0,1,0,0
0.74509805,0,1,0.60183334,1,0,0,0.875,0,1,0,0
0.74509805,0,1,0.3647773,0,1,0,0.5,1,0,0,0
0.9607844,1,0,0.6072239,0,0,1,0,1,0,0,0
0.6666667,0,1,0.32714912,1,0,0,1,1,0,0,0
12,2:1,3:0.49046433,5:1,11:1
0.4509804,1,0,0.6479004,0,1,0,0.875,0,0,0,1
0.6862745,1,0,0.5839699,1,0,0,0.5,1,0,0,0
0.09803922,1,0,0.49520704,1,0,0,0.25,0,0,0,1
0.508061,0,1,0.20994887,0,1,0,0.75,0,0,1,0
0.88235295,0,1,0.27008882,0,0,1,0.75,0,0,1,0
0.84313726,0,1,0.57995045,0,0,1,1,0,0,0,1
0.5882353,1,0,0.6896974,0,0,1,0.75,0,0,0,1
0.37254903,0,1,0.24587332,0,1,0,0.25,0,0,1,0
0.4509804,0,1,0.310893,1,0,0,0,0,1,0,0
0.47058827,1,0,0.5456068,0,1,0,0.875,0,0,1,0
0.6862745,1,0,0.54045,1,0,0,0.25,0,0,1,0
0.39215687,1,0,0.12193783,0,0,1,0.875,0,0,0,1
0.5686275,1,0,0.5522023,0,0,1,0.875,0,0,1,0
0.4509804,1,0,0.36907864,1,0,0,0.5,0,0,0,1
0.84313726,0,1,0.9087213,1,0,0,0,0,0,0,1
0.8039216,1,0,0.5733213,0,1,0,0.75,1,0,0,0
0.508061,0,1,0.6148339,0,0,1,0.5,0,0,1,0
0.4117647,0,1,0.62107277,0,1,0,0.875,0,1,0,0
0.5294118,1,0,0.2207445,0,1,0,1,1,0,0,0
0.11764707,1,0,0.9816956,0,1,0,0.75,0,0,0,1
0.6666667,1,0,0.12219083,0,0,1,0.75,0,0,0,1
0.5294118,0,1,0.70501375,0,1,0,0,0,1,0,0
0.25490198,1,0,0.6623516,0,1,0,0.375,0,0,0,1
0.1764706,1,0,0.3983257,0,1,0,0.125,0,0,1,0
0.29411766,1,0,0.6738678,0,1,0,0.125,1,0,0,0
0.29411766,1,0,0.43674424,0,1,0,0.125,0,0,0,1
0.5882353,1,0,0.35050195,0,1,0,0.375,0,0,0,1
0.8039216,0,1,0.6264224,0,0,1,0,0,1,0,0
0.47058827,0,1,0.27071536,0,1,0,0.375,0,0,1,0
0.23529413,0,1,0.45922956,1,0,0,0.125,0,0,0,1
0.09803922,1,0,0.37008837,0,1,0,0.5,0,1,0,0
0.508061,1,0,0.43230793,0,1,0,0.25,0,0,0,1
0.15686275,1,0,0.6175473,0,0,1,0.875,0,1,0,0
0.8627451,0,1,0.49046433,0,0,1,0.375,0,1,0,0
0.6862745,1,0,0.46692628,1,0,0,0,0,0,1,0
0.8235294,1,0,0.39202428,1,0,0,0,0,0,0,1
0.37254903,1,0,0.8612374,0,0,1,0.25,0,0,1,0
0.33333334,0,1,0.5958307,0,0,1,1,0,1,0,0
0.8235294,1,0,0.5663017,0,1,0,0.75,1,0,0,0
0.39215687,0,1,0.6779571,0,0,1,0.125,0,0,0,1
0.058823533,1,0,0.37010044,1,0,0,1,1,0,0,0
0.9607844,0,1,0.72033006,0,1,0,0.125,0,0,0,1
0.627451,0,1,0.59669095,1,0,0,0.25,0,0,1,0
